                mar1  chr1               mar2 chr2 fem  mal    LOD
          AFMa311wd1  8                UT5009 10  0.17 0.39   3.21
          AFMa311wd1  8                UT1699 10  0.20 0.32   3.08
          AFMa311wd1  8                UT1468 10  0.14 0.34   3.27
           AFM123xg5  8                UT1699 10  0.23 0.28   3.26
           AFM123xg5  8                 UT734 10  0.16 0.26   3.54
           GATA72C10  8                UT1699 10  0.26 0.25   3.29
           GATA72C10  8                 UT734 10  0.21 0.25   3.45
          AFMa189zg5  8             AFM259xg5 10  0.50 0.00   3.91
                 LPL  8            GATA156B03 10  0.08 0.27   3.29
                 LPL  8            AFMb299zb9 10  0.08 0.27   3.29
               KW218  8             GATA29G05 10  0.38 0.19   3.19
               KW218  8             AFM095zh7 10  0.45 0.10   3.47
               KW218  8             GATA73E11 10  0.45 0.10   3.22
               KW218  8             GATA69B05 10  0.35 0.16   3.15
               KW218  8             AFM183xg1 10  0.38 0.19   3.19
               KW218  8                Mfd200 10  0.38 0.17   3.42
               KW218  8               ATA5A04 10  0.33 0.06   3.42
               KW218  8                 UT732 10  0.38 0.16   3.64
               KW218  8             AFM362tb1 10  0.38 0.10   3.71
               KW218  8            AFMa100xb1 10  0.43 0.10   3.55
               KW218  8            AFMa041yh1 10  0.30 0.00   3.37
               KW218  8             AFM080ye9 10  0.43 0.10   3.55
               KW218  8            AFMa122yd9 10  0.42 0.10   3.30
               KW218  8             AFM333yc5 10  0.36 0.10   3.63
            ATA18B10  8                 UT541 10  0.50 0.00   3.01
            ATA18B10  8             GATA29G05 10  0.50 0.09   3.71
            ATA18B10  8             AFM095zh7 10  0.50 0.09   3.71
            ATA18B10  8             GATA73E11 10  0.50 0.10   3.45
            ATA18B10  8             GATA69B05 10  0.50 0.10   3.45
            ATA18B10  8             AFM183xg1 10  0.48 0.09   3.73
            ATA18B10  8            AFMa056wh9 10  0.50 0.10   3.45
            ATA18B10  8                Mfd200 10  0.50 0.09   3.71
            ATA18B10  8               ATA5A04 10  0.50 0.06   3.16
            ATA18B10  8            AFMa056wh1 10  0.50 0.10   3.45
            ATA18B10  8                 UT732 10  0.40 0.09   3.80
            ATA18B10  8             AFM362tb1 10  0.50 0.09   3.71
            ATA18B10  8            AFMa100xb1 10  0.50 0.09   3.71
            ATA18B10  8            AFMa041yh1 10  0.50 0.00   3.01
            ATA18B10  8             AFM080ye9 10  0.50 0.09   3.71
            ATA18B10  8             AFM115xf2 10  0.50 0.09   3.71
            ATA18B10  8             AFM203zf8 10  0.38 0.09   4.15
            ATA18B10  8            AFMa122yd9 10  0.50 0.10   3.45
            ATA18B10  8             AFM294xd9 10  0.50 0.09   3.71
            ATA18B10  8             AFM063xb4 10  0.50 0.05   4.58
            ATA18B10  8             AFM337wb9 10  0.50 0.09   3.71
            ATA18B10  8              ATA25D11 10  0.50 0.09   3.71
            ATA18B10  8             AFM333yc5 10  0.50 0.09   3.71
            ATA18B10  8            AFMa073xf5 10  0.50 0.09   3.71
            ATA18B10  8             AFM338zb5 10  0.50 0.09   3.71
            ATA18B10  8            AFMa084xa5 10  0.50 0.05   4.02
            ATA18B10  8                Mfd274 10  0.50 0.10   3.20
           AFM234vf4  8            GATA156B03 10  0.31 0.32   3.44
           AFM234vf4  8            GATA197E01 10  0.30 0.33   3.09
           AFM234vf4  8                UT1699 10  0.29 0.26   3.88
           AFM234vf4  8             AFM343vd9 10  0.34 0.33   3.09
           AFM234vf4  8                UT1468 10  0.27 0.27   3.07
           AFM234vf4  8            AFMc012xc1 10  0.34 0.28   3.66
           AFM234vf4  8            GATA139B11 10  0.27 0.29   4.71
          AFMa127ye5  8                UT5009 10  0.23 0.33   3.17
          AFMa127ye5  8            GATA197E01 10  0.29 0.35   3.06
          AFMa127ye5  8                UT1699 10  0.23 0.26   4.29
          AFMa127ye5  8                UT1468 10  0.18 0.27   3.63
          AFMa127ye5  8            GATA139B11 10  0.34 0.31   3.08
            cos140D4  8            AFMb035wh1 10  0.37 0.23   3.02
            cos140D4  8              GATA6E06 10  0.41 0.21   3.18
            cos140D4  8             GATA73E11 10  0.50 0.10   3.45
            cos140D4  8                 UT732 10  0.38 0.14   4.13
            cos140D4  8             AFM362tb1 10  0.37 0.09   4.36
            cos140D4  8            AFMa100xb1 10  0.40 0.23   3.14
            cos140D4  8             AFM080ye9 10  0.40 0.15   4.20
            cos140D4  8             AFM333yc5 10  0.25 0.15   4.90
            cos140D4  8                UT1466 10  0.41 0.11   3.23
          AFM234yh10  8            GATA127H01 10  0.21 0.07   3.16
          AFMb341we5  8                 UT732 10  0.37 0.16   4.26
          AFMb341we5  8                UT1466 10  0.38 0.11   3.40
          AFMa226zh5  8            AFMa175yd1 10  0.31 0.28   3.00
          AFMa226zh5  8              GATA6E06 10  0.28 0.25   3.95
          AFMa226zh5  8                 UT732 10  0.35 0.16   3.71
          AFMa226zh5  8            AFMa122yd9 10  0.50 0.20   3.17
          AFMa226zh5  8             AFM294xd9 10  0.50 0.20   3.37
          AFMa226zh5  8             AFM063xb4 10  0.50 0.18   3.80
          AFMa226zh5  8              ATA25D11 10  0.50 0.18   3.80
          AFMa226zh5  8                Mfd349 10  0.50 0.16   3.41
          AFMa226zh5  8             AFM338zb5 10  0.50 0.20   3.37
          AFMb320va5  8             AFM095zh7 10  0.38 0.19   3.41
          AFMb320va5  8                 UT732 10  0.38 0.16   3.87
          AFMb320va5  8             AFM080ye9 10  0.45 0.17   3.36
          AFMb320va5  8                UT1466 10  0.43 0.11   3.04
              UT5185  8             AFM362tb1 10  0.41 0.10   3.71
              UT5185  8             AFM333yc5 10  0.26 0.10   4.42
              UT7129  8             AFM260zc5 10  0.00 0.00   3.01
              UT7129  8             AFM214yc9 10  0.00 0.18   3.76
              UT7129  8                 UT459 10  0.00 0.00   3.01
              UT7129  8            AFMa210we5 10  0.16 0.34   3.08
              UT7129  8            AFMa175yd1 10  0.18 0.24   3.11
              UT7129  8              GATA6E06 10  0.20 0.20   3.05
          AFMa083xb5  8             AFM260zc5 10  0.00 0.40   3.32
          AFMa083xb5  8             AFM294zd9 10  0.26 0.28   3.05
          AFMa083xb5  8                 UT459 10  0.00 0.00   3.31
          AFMa083xb5  8              GATA6E06 10  0.32 0.25   3.84
          AFMa083xb5  8                 UT463 10  0.23 0.25   3.96
          AFMa083xb5  8             AFM095zh7 10  0.44 0.09   3.93
          AFMa083xb5  8             GATA73E11 10  0.43 0.10   3.62
          AFMa083xb5  8                 UT732 10  0.39 0.16   3.96
          AFMa083xb5  8             AFM362tb1 10  0.47 0.09   3.76
          AFMa083xb5  8                UT1466 10  0.39 0.11   3.29
           AFM333yg9  8            AFMa175yd1 10  0.29 0.28   3.14
           AFM333yg9  8              GATA6E06 10  0.28 0.31   3.00
           AFM333yg9  8                UT7460 10  0.10 0.27   3.28
              D8S131  8             AFM260zc5 10  0.00 0.00   3.31
              D8S131  8                Mfd277 10  0.00 0.50   3.01
              D8S131  8             AFM294zd9 10  0.00 0.00   3.31
              D8S131  8              GGAA8G02 10  0.00 0.50   3.31
              D8S131  8            AFMb035wh1 10  0.00 0.50   3.31
              D8S131  8              GAAT5F06 10  0.00 0.50   3.31
              D8S131  8               D10S172 10  0.00 0.49   3.31
              D8S131  8                 UT459 10  0.00 0.00   3.31
              D8S131  8             AFM268zh1 10  0.00 0.50   3.31
              D8S137  8                 UT732 10  0.42 0.12   3.63
              Mfd333  8            AFMa212wh5 10  0.22 0.00   3.35
              UT5130  8             GATA73E11 10  0.27 0.12   3.05
              UT5130  8                 UT539 10  0.23 0.00   3.65
          AFM172xf10  8            AFMa056wh9 10  0.23 0.28   3.12
          AFM172xf10  8                 UT732 10  0.14 0.20   3.12
          AFM172xf10  8               ATA5H08 10  0.23 0.20   3.25
          AFM172xf10  8                UT1466 10  0.10 0.26   3.36
           AFM301zc9  8             GATA73E11 10  0.25 0.45   3.26
          AFMb294zd1  8               ATA5H08 10  0.24 0.18   3.43
          AFMb320wg9  8               ATA5H08 10  0.22 0.18   4.13
          AFMb281zf1  8               ATA5H08 10  0.25 0.32   3.62
               KW362  8              ATA25D11 10  0.17 0.40   3.38
               KW362  8                Mfd349 10  0.14 0.33   3.33
               KW362  8                UT1466 10  0.14 0.50   3.44
               KW362  8            AFMa084xa5 10  0.15 0.25   3.89
               KW362  8            AFMa102we5 10  0.17 0.50   3.16
               KW362  8              GATA6D02 10  0.17 0.22   3.58
               KW362  8             AFM254xd9 10  0.14 0.44   3.76
               KW362  8             AFM164yh8 10  0.11 0.44   3.02
               KW362  8            GATA164F07 10  0.14 0.43   3.23
               KW362  8            AFMa299ya5 10  0.20 0.29   3.09
           AFM294we9  8            AFMa203wg5 10  0.12 0.50   3.30
           AFM154xe7  8               ATA5H08 10  0.24 0.27   3.45
           AFM343xa5  8              ATA25D11 10  0.25 0.45   3.04
           AFM198wd2  8            AFMa356yg5 11  0.47 0.26   3.07
          AFMa124yb5  8            AFMa356yg5 11  0.49 0.25   3.36
          AFMb320va5  8                D11S97 11  0.27 0.24   3.02
              UT7129  8            AFMa046wa9 11  0.19 0.13   3.41
          AFM238vd10  8                UT2064 11  0.50 0.00   3.01
              UT5134  8            AFMb036ya9 11  0.25 0.28   3.19
           GATA28F12  8            AFM200zf10 11  0.20 0.50   3.01
           GATA28F12  8            AFM178xf12 11  0.15 0.47   3.19
           GATA28F12  8             GATA62H06 11  0.17 0.36   3.99
           AFM078za9  8                UT7707 11  0.50 0.00   3.31
           AFM141xa5  8            AFMb001vb5 11  0.24 0.31   3.48
           AFM287ye1  8            AFMb001vb5 11  0.26 0.37   3.52
          AFMa312xh9  8            AFMb001vb5 11  0.25 0.43   3.32
           AFM351zh1  8            AFMb001vb5 11  0.25 0.46   3.30
           AFM269zh1  8                Mfd257 11  0.26 0.47   3.02
           GATA27G08  8            AFMa223wb9 11  0.00 0.50   3.31
              D8S339  8            AFMa196zg5 12  0.49 0.09   3.67
          AFMa052wf5  8            GATA194G07 12  0.50 0.13   3.06
          AFMa049wd5  8            AFMc014wg1 12  0.39 0.18   3.31
          AFMa049wd5  8            GATA194G07 12  0.45 0.17   3.07
          AFMa049wd5  8             AFM203va7 12  0.44 0.12   3.69
          AFMa049wd5  8             AFM102xd6 12  0.43 0.17   3.12
          AFMa049wd5  8             AFM296xd9 12  0.44 0.17   3.02
          AFMa049wd5  8             AFM330yd5 12  0.27 0.21   3.39
           AFM274ve5  8            GATA194G07 12  0.50 0.20   3.05
          GATA156H01  8             AFM154ye5 12  0.44 0.20   3.16
           AFM203zc1  8             AFM154ye5 12  0.46 0.20   3.10
             Mfd117A  8              GGAT2G06 12  0.00 0.45   3.05
          AFMa222wb1  8            AFMb319xd1 12  0.00 0.31   3.48
            GGAA8G07  8             AFM102xd6 12  0.34 0.22   3.00
          AFMb307xb9  8            AFMa054xf1 12  0.50 0.17   3.16
           AFM294vd5  8             AFM296xd9 12  0.26 0.17   3.20
          AFMa084wc5  8             GATA91H01 12  0.28 0.27   3.06
          AFMa084wc5  8             AFM203va7 12  0.50 0.17   3.57
          AFMa084wc5  8             AFM102xd6 12  0.50 0.21   3.15
          AFMa084wc5  8            AFMa060xh5 12  0.50 0.19   3.14
          AFMa084wc5  8            AFMb314yc5 12  0.50 0.21   3.15
          AFMa084wc5  8            AFMc003xg1 12  0.50 0.21   3.15
          AFMa084wc5  8            AFMa058xh1 12  0.50 0.19   3.14
          AFMa084wc5  8            AFMa054xf1 12  0.50 0.16   4.24
          AFMa084wc5  8            AFMb321wc5 12  0.50 0.18   3.56
           AFM281wb1  8            AFMa047wf1 12  0.20 0.19   3.07
           AFM268ve9  8            AFMb321wc5 12  0.50 0.15   3.84
          GATA160B10  8            AFMa054xf1 12  0.50 0.16   3.94
          GATA160B10  8            AFMb321wc5 12  0.50 0.18   3.25
           AFM308ze5  8            AFMa054xf1 12  0.50 0.00   3.01
          AFMa114xc9  8                UT5627 12  0.50 0.10   3.20
               KW362  8                UT5627 12  0.47 0.10   3.20
           AFM270yb1  8            AFMb319xd1 12  0.46 0.22   3.13
           AFM270yb1  8            AFMa082za5 12  0.48 0.19   3.06
           AFM270yb1  8              GATA5H03 12  0.43 0.22   3.22
           AFM255yf9  8            AFMa274yf9 12  0.07 0.19   3.10
             Mfd177A  8            AFMa247zd1 12  0.29 0.29   3.06
            ATA42A09  8             GATA24A01 12  0.50 0.00   3.91
              Mfd287  8             AFM220zc7 12  0.22 0.18   3.23
              Mfd287  8             GATA24A01 12  0.50 0.00   3.31
          AFMa312xh9  8             AFM220zc7 12  0.30 0.24   3.78
           AFM259xc5  8                UT6481 12  0.09 0.10   3.15
          AFMc028ya9  8                UT6481 12  0.09 0.10   3.15
           AFM205wc5  8            AFMa067zg5 13  0.11 0.23   3.00
           GATA41A01  8            GATA125C04 13  0.20 0.37   3.91
           AFM286xf1  8             GATA50B09 13  0.17 0.40   3.13
          AFM172xf10  8             GATA50B09 13  0.00 0.38   3.38
           GATA28H07  8             GATA50B09 13  0.18 0.50   3.05
           GATA28H07  8             AFM347xh9 13  0.17 0.50   3.27
            GAAT5C12  8            AFM218yf10 13  0.20 0.34   3.07
            GAAT5C12  8             AFM065xe9 13  0.24 0.37   3.14
           GATA12F02  8             AFM317tc5 13  0.48 0.14   3.15
            GATA6B02  8                UT1585 13  0.00 0.27   3.34
          AFMb001wa9  8             AFM164zf4 13  0.18 0.00   3.45
          AFMa082wh9  8            GATA182F09 13  0.36 0.08   3.08
          AFMa337zh5  8            AFMa053we9 14  0.23 0.28   3.36
          AFMa337zh5  8                UT1289 14  0.22 0.20   3.17
          AFMa083xb5  8             GATA31B09 14  0.33 0.06   3.69
              UT2405  8             GATA74E02 14  0.00 0.40   3.70
              UT2405  8                UT1605 14  0.00 0.33   3.53
              UT2405  8               Mfd130A 14  0.00 0.47   3.02
              UT2405  8             AFM312xh1 14  0.00 0.43   3.71
              UT2405  8            AFMa218yh1 14  0.00 0.36   3.79
              UT2405  8                  MYH7 14  0.00 0.44   3.36
              D8S137  8             GATA31B09 14  0.29 0.07   3.26
           GGAA20C10  8             GATA31B09 14  0.44 0.06   3.03
            ATA22A07  8             AFM291za9 14  0.26 0.08   3.05
           AFM203wg9  8                UT2290 14  0.28 0.00   3.21
           AFM234vh8  8             AFM203xe3 14  0.17 0.30   3.30
           AFM259yg5  8             AFM292we1 14  0.31 0.38   3.31
           AFM308ze5  8            AFMa116zb5 14  0.23 0.40   3.28
          AFMa121xg9  8            AFMa116zb5 14  0.24 0.50   3.31
          AFMa121xg9  8             GATA85D04 14  0.27 0.50   3.24
          AFMa121xg9  8             AFM292we1 14  0.27 0.40   3.45
           GATA11E08  8            AFMa052ya9 14  0.41 0.18   3.17
          AFMb014xe1  8               Mfd130A 14  0.16 0.49   3.09
           GATA31A06  8            AFMb034yg5 15  0.18 0.30   3.20
          AFM162xb12  8                 UT944 15  0.00 0.50   3.01
            ATA19E01  8            AFMa121zb9 15  0.37 0.11   3.10
            ATA19E01  8            AFMb295xh1 15  0.21 0.13   3.94
          AFM108xf12  8            GATA153F11 15  0.26 0.20   3.71
           AFM080xh7  8             GATA63A03 15  0.37 0.28   3.27
           AFM080xh7  8            AFMb324yh9 15  0.34 0.29   3.12
           AFM080xh7  8            AFMa085wg1 15  0.35 0.30   3.04
           AFM080xh7  8            GATA153F11 15  0.33 0.29   3.04
            GAAT5C12  8                UT1232 15  0.25 0.12   3.23
           AFM244td1  8             AFM296wg5 15  0.30 0.29   3.14
           AFM244td1  8            GATA153F11 15  0.27 0.29   3.10
           AFM244td1  8             GATA50G06 15  0.34 0.29   3.31
           AFM244td1  8             AFM234zd6 15  0.22 0.38   3.16
           AFM185xe9  8             AFM359tf9 15  0.33 0.29   3.19
           AFM185xe9  8             AFM296wg5 15  0.33 0.31   3.02
           AFM185xe9  8             GATA50G06 15  0.36 0.29   3.05
           AFM287wa5  8            AFMb337wb1 15  0.21 0.34   3.11
           GATA28F12  8            AFM234ye11 15  0.28 0.29   3.21
           GATA28F12  8             GATA50G06 15  0.32 0.31   3.06
           AFM198vh6  8             GATA50G06 15  0.30 0.38   3.16
           AFM198vh6  8                Mfd102 15  0.36 0.00   3.39
           AFM281vd5  8            AFMa345xh9 15  0.27 0.39   3.04
           AFM281vd5  8            AFM218yf12 15  0.29 0.36   3.09
           AFM281vd5  8             AFM296wg5 15  0.30 0.27   3.89
           AFM281vd5  8            AFMa085wg1 15  0.32 0.34   3.05
           AFM281vd5  8            GATA153F11 15  0.29 0.26   3.72
           AFM281vd5  8             AFM098yg1 15  0.29 0.32   3.51
           AFM281vd5  8            AFM234ye11 15  0.29 0.33   3.07
           AFM281vd5  8             AFM135yc1 15  0.28 0.21   3.57
           AFM281vd5  8             GATA50G06 15  0.27 0.29   5.00
           AFM281vd5  8             AFM211zc1 15  0.29 0.21   4.17
           AFM281vd5  8            AFMa121zb9 15  0.25 0.22   4.47
           AFM281vd5  8             AFM344xh1 15  0.28 0.30   5.02
           AFM281vd5  8            AFMa184ya5 15  0.28 0.26   3.02
           AFM281vd5  8             AFM234zd6 15  0.25 0.26   3.93
           AFM281vd5  8            AFMa210zg5 15  0.29 0.32   4.08
           AFM281vd5  8            AFMb034xh5 15  0.29 0.36   3.33
           AFM281vd5  8            AFMa297zd5 15  0.26 0.29   4.07
           AFM281vd5  8            AFMa349wc5 15  0.37 0.25   3.16
           AFM281vd5  8                Mfd102 15  0.28 0.10   3.20
           AFM281vd5  8            AFMb337wb1 15  0.31 0.30   4.11
           AFM281vd5  8             AFM205ye3 15  0.30 0.31   3.60
           AFM281vd5  8            AFMa312yg5 15  0.48 0.06   3.20
           AFM281vd5  8            AFMb306xd9 15  0.44 0.17   3.04
          AFMa114xc9  8             GATA50G06 15  0.29 0.37   3.43
          AFMa114xc9  8             AFM344xh1 15  0.33 0.33   3.45
          AFMa114xc9  8            AFMa210zg5 15  0.33 0.35   3.20
          AFMa114xc9  8            AFMb337wb1 15  0.35 0.33   3.12
          AFMa052wh1  8                Mfd102 15  0.27 0.10   3.07
          AFMa059wa9  8            AFMa349wc5 15  0.43 0.00   3.19
             ATA3A02  8             AFM361te9 16  0.10 0.50   3.15
                KW98  8                Mfd272 16  0.00 0.20   3.25
           AFM351zh1  8             AFM165yb6 16  0.06 0.50   3.16
           AFM259xc5  8             AFM165yb6 16  0.06 0.48   3.18
             8QTEL54  8             AFM212zc5 16  0.09 0.39   3.94
           AFM234ve1  8                  UT76 17  0.00 0.00   3.31
           AFM287we5  8            AFMa223yb1 17  0.18 0.38   3.37
           AFM193xh4  8            AFMa302yb5 17  0.06 0.50   3.44
           AFM193xh4  8            AFMa154za9 17  0.09 0.50   3.41
           AFM214zb4  8             AFM248yg1 17  0.00 0.00   3.01
           AFM214zb4  8            AFMa154za9 17  0.13 0.42   3.40
          AFMb294yg5  8             AFM248yg1 17  0.00 0.50   3.01
          AFMb294yg5  8            AFMb031wf5 17  0.00 0.50   3.01
               KW306  8             AFM309wf1 17  0.00 0.22   3.05
          AFMb072zc5  8             AFM248yg1 17  0.00 0.50   3.01
          AFMb355ze9  8            AFMa223yb1 17  0.17 0.34   3.26
          AFMb355ze9  8            AFMa134xh5 17  0.21 0.29   3.03
           AFM123xg5  8             AFM022xb6 17  0.26 0.32   3.50
          AFM108xf12  8                UT1598 17  0.00 0.35   3.03
          AFM108xf12  8              UT1598II 17  0.00 0.35   3.03
          AFMb327yh1  8             AFM316vg1 17  0.25 0.34   3.16
           AFM255yf9  8             AFM254vg5 17  0.00 0.39   3.15
          AFMa197wg5  8            AFMa272xb9 17  0.26 0.35   3.21
           GATA67F10  8            AFM020tf12 18  0.50 0.17   3.60
          AFMa216zb1  8            AFMa339xb9 18  0.26 0.20   3.09
           GATA25C10  8            AFMa056ye1 18  0.50 0.22   3.76
           GATA23D06  8            AFMb306xa9 18  0.22 0.50   3.09
          AFMa311wd1  8            AFMb340yd9 18  0.16 0.34   3.53
          AFMa311wd1  8            AFMb292zg9 18  0.00 0.50   3.31
          AFMa311wd1  8             AFM107xh6 18  0.13 0.43   3.71
          AFMa189zg5  8             AFM107xh6 18  0.16 0.48   3.32
          AFMa337zh5  8            GATA185C06 18  0.50 0.14   3.14
           AFM220yf8  8            AFMb292zg9 18  0.00 0.48   3.32
           AFM158xg7  8             GATA73D05 18  0.10 0.00   3.20
           AFM345td5  8            AFM020tf12 18  0.48 0.24   3.02
           AFM345td5  8            AFMb292zg9 18  0.00 0.50   3.31
           AFM198tb2  8             GATA51F08 18  0.09 0.41   3.47
           AFM198tb2  8             GATA73D05 18  0.21 0.42   3.24
          AFMa119vd5  8            AFMb292zg9 18  0.00 0.48   3.02
          AFMb325yg1  8            AFMb340yd9 18  0.00 0.50   3.01
           GATA62G06  8            AFMa175ye9 18  0.15 0.39   3.46
          AFMa083zc1  8            AFMa175ye9 18  0.18 0.41   3.28
              Mfd311  8             AFM284ve1 18  0.13 0.31   3.17
              Mfd311  8             AFM295xh1 18  0.13 0.24   4.30
              Mfd311  8             AFM344ta9 18  0.13 0.30   3.11
              Mfd311  8            AFMb317zc1 18  0.13 0.33   3.02
           AFM286xf1  8            GATA178F11 18  0.38 0.29   3.01
            GATA6F12  8            AFMa175ye9 18  0.12 0.32   3.06
          GATA160B10  8            AFMa175ye9 18  0.19 0.46   3.07
           AFM319tb9  8                UT7162 18  0.15 0.21   3.52
           AFM319tb9  8            AFMa175ye9 18  0.22 0.36   3.08
           AFM319tb9  8             GATA88A12 18  0.27 0.30   3.17
           GATA48H10  8            AFMa175ye9 18  0.20 0.38   4.00
           GATA48H10  8             GATA88A12 18  0.26 0.34   3.07
           AFM080xh7  8            AFMa175ye9 18  0.23 0.37   3.60
              Mfd229  8                 Mfd32 18  0.50 0.00   3.01
          GATA129G08  8            AFMa175ye9 18  0.20 0.37   3.39
          GATA129G08  8             GATA88A12 18  0.26 0.29   3.09
           AFM210xh8  8             GATA88A12 18  0.29 0.30   3.28
          AFM165yb10  8            GATA178F11 18  0.50 0.26   3.27
          AFMb320wg9  8            GATA178F11 18  0.50 0.25   3.03
           AFM295xh5  8            GATA178F11 18  0.50 0.25   3.03
              GATA19  8              GAAA1B03 19  0.45 0.06   3.45
             Mfd117A  8                HRCtri 19  0.00 0.50   3.01
             Mfd117A  8                Mfd232 19  0.00 0.50   3.01
             Mfd117A  8                   KLK 19  0.00 0.50   3.01
          GATA101B01  8              ATA28H02 19  0.00 0.47   3.02
              UT2358  8                Mfd111 19  0.05 0.00   4.86
            GGAA8A04  8                  BCL3 19  0.00 0.25   3.69
          AFMa053xd9  8                Mfd224 19  0.00 0.50   3.01
           AFM143xd8  8            AFM197xb12 20  0.27 0.37   3.34
           AFM198wd2  8            AFMa131wf1 20  0.33 0.30   3.54
           AFM198wd2  8             AFM338td9 20  0.33 0.28   3.72
           AFM198wd2  8            AFMa175vb1 20  0.33 0.32   3.13
          AFMb320wg9  8            AFMa116yg1 21  0.19 0.34   3.04
           AFM270yb1  8            AFMa116yg1 21  0.06 0.40   3.75
          AFMa312xh9  8            AFM147xb12 21  0.10 0.50   3.20
           AFM347zg1  8            GATA163G03 21  0.10 0.50   3.20
           AFM347zg1  8            AFM147xb12 21  0.10 0.50   3.20
           AFM351zh1  8            AFM147xb12 21  0.10 0.50   3.20
           AFM073yb7  8            AFM147xb12 21  0.10 0.50   3.20
           AFM259xc5  8            AFM147xb12 21  0.10 0.50   3.20
          AFMb018wf5  8            GATA163G03 21  0.11 0.41   3.17
            ATA27A03  8            AFMa289xc9 22  0.00 0.00   3.61
           AFM224xh6  8              GGAT3A11 22  0.13 0.17   3.03
           AFM143xd8  8             AFM274zb5 23  0.27 0.38   3.16
             Mfd199A  8            AFM137xe11 23  0.16 0.30   3.84
             Mfd199A  8             AFM203wa5 23  0.27 0.30   3.20
             Mfd199A  8            AFMb314xf1 23  0.30 0.29   3.46
             Mfd199A  8            AFMa223wd1 23  0.34 0.30   3.01
             Mfd199A  8             AFM205xe9 23  0.21 0.30   3.95
             Mfd199A  8            AFMa040ye1 23  0.33 0.28   3.13
             Mfd199A  8             GATA69D06 23  0.24 0.31   3.07
             Mfd199A  8             AFM308xb9 23  0.29 0.30   3.66
             Mfd199A  8             GATA29G07 23  0.33 0.30   3.08
             Mfd199A  8            AFMa051tc5 23  0.32 0.31   3.40
             Mfd199A  8             AFM274zb5 23  0.32 0.30   3.06
             Mfd199A  8             GATA10C11 23  0.33 0.31   3.39
             Mfd199A  8             AFM203yd8 23  0.31 0.30   3.80
             Mfd199A  8            AFMa055zf1 23  0.21 0.30   3.35
             Mfd199A  8            GATA172D05 23  0.34 0.30   3.25
             Mfd199A  8             AFM302xc9 23  0.28 0.30   3.63
          AFMb352xd5  8            AFM137xe11 23  0.17 0.26   3.42
          AFMb352xd5  8             AFM205xe9 23  0.23 0.26   3.41
          AFMb352xd5  8             AFM207zg5 23  0.24 0.27   3.05
          AFMb352xd5  8             AFM262vg1 23  0.24 0.28   3.08
          AFMb352xd5  8             GATA10C11 23  0.28 0.27   3.24
          AFMa054td9  8            AFMb318wh5 23  0.29 0.41   3.03
          AFMa054td9  8             GATA10C11 23  0.28 0.42   3.06
          AFMb336xd9  8            AFM137xe11 23  0.22 0.37   3.04
          AFMb336xd9  8            AFMa040ye1 23  0.29 0.35   3.40
          AFMb336xd9  8             AFM308xb9 23  0.30 0.37   3.14
          AFMb336xd9  8             GATA41B11 23  0.27 0.35   3.07
          AFMb336xd9  8            AFMb318wh5 23  0.30 0.37   3.48
          AFMb336xd9  8             GATA10C11 23  0.30 0.37   3.58
          AFMb336xd9  8            GATA172D05 23  0.29 0.35   3.56
           AFM127xh2  8            AFM137xe11 23  0.14 0.33   3.96
           AFM127xh2  8             AFM203wa5 23  0.13 0.33   4.20
           AFM127xh2  8            AFMb314xf1 23  0.23 0.33   3.51
           AFM127xh2  8             AFM205xe9 23  0.17 0.33   4.42
           AFM127xh2  8            AFMa040ye1 23  0.27 0.33   3.07
           AFM127xh2  8             GATA69D06 23  0.14 0.32   3.52
           AFM127xh2  8             AFM308xb9 23  0.24 0.33   3.83
           AFM127xh2  8             AFM207zg5 23  0.27 0.33   3.06
           AFM127xh2  8             GATA29G07 23  0.24 0.31   3.29
           AFM127xh2  8             AFM340ye1 23  0.24 0.33   3.14
           AFM127xh2  8            AFMa051tc5 23  0.27 0.33   3.24
           AFM127xh2  8             GATA10C11 23  0.27 0.32   3.54
           AFM127xh2  8             AFM203yd8 23  0.24 0.33   3.83
          AFMc032yg5  8            AFM137xe11 23  0.19 0.35   3.17
          AFMc032yg5  8             AFM205xe9 23  0.21 0.35   3.09
          AFMc032yg5  8             AFM116xg1 23  0.23 0.36   3.36
          AFMc032yg5  8             AFM308xb9 23  0.23 0.36   3.81
          AFMc032yg5  8             AFM274zb5 23  0.25 0.35   3.15
           AFM045xa3  8            AFM137xe11 23  0.19 0.41   3.04
          AFMa132xe5  8             GATA10C11 23  0.25 0.40   3.36
          AFMa050zd5  8            AFM137xe11 23  0.19 0.39   3.34
          AFMa124yb5  8            AFM137xe11 23  0.19 0.37   3.71
          AFMa124yb5  8             AFM205xe9 23  0.23 0.37   3.07
          AFMa124yb5  8             AFM308xb9 23  0.29 0.38   3.35
           AFM200ye1  8           GATA151F04B 23  0.28 0.18   3.67
          AFMa052wh1  8             AFM276wa5 23  0.16 0.31   3.53
              UT7815  8             GATA29G07 23  0.00 0.36   3.25
              UT7815  8             AFM340ye1 23  0.00 0.36   3.25
              UT7815  8            AFMa051tc5 23  0.00 0.38   3.15
              UT7815  8            AFM191za11 23  0.00 0.36   3.25
              UT7815  8             AFM337tg9 23  0.00 0.34   3.40
              UT7815  8            AFMb318wh5 23  0.00 0.38   3.15
              UT7815  8            AFMb355zh9 23  0.00 0.36   3.25
              UT7815  8             AFM263we1 23  0.00 0.34   3.40
